Total number of shapes is 5000 
Shapes are:
0: Circle, x = 68, y = 41, radius = 200, perimeter = 1256, color = LIGHT_BLUE
339: Circle, x = 68, y = 28, radius = 159, perimeter = 998.52, color = BLUE
340: Circle, x = 133, y = 39, radius = 159, perimeter = 998.52, color = BLUE
341: Circle, x = 96, y = 32, radius = 159, perimeter = 998.52, color = RED
342: Circle, x = 119, y = 77, radius = 159, perimeter = 998.52, color = GREEN
343: Circle, x = 154, y = 37, radius = 158, perimeter = 992.24, color = BLUE
344: Circle, x = 186, y = 109, radius = 158, perimeter = 992.24, color = BLUE
345: Circle, x = 39, y = 49, radius = 158, perimeter = 992.24, color = LIGHT_BLUE
346: Circle, x = 13, y = 67, radius = 158, perimeter = 992.24, color = YELLOW
347: Circle, x = 55, y = 126, radius = 158, perimeter = 992.24, color = BLUE
348: Circle, x = 59, y = 137, radius = 158, perimeter = 992.24, color = YELLOW
349: Circle, x = 65, y = 15, radius = 157, perimeter = 985.96, color = RED
350: Circle, x = 32, y = 63, radius = 157, perimeter = 985.96, color = YELLOW
351: Circle, x = 165, y = 40, radius = 157, perimeter = 985.96, color = BLUE
352: Circle, x = 69, y = 70, radius = 157, perimeter = 985.96, color = LIGHT_BLUE
353: Circle, x = 5, y = 96, radius = 157, perimeter = 985.96, color = RED
354: Circle, x = 115, y = 99, radius = 157, perimeter = 985.96, color = VIOLET
355: Circle, x = 126, y = 42, radius = 157, perimeter = 985.96, color = GREEN
356: Circle, x = 55, y = 21, radius = 156, perimeter = 979.68, color = ORANGE
357: Circle, x = 167, y = 191, radius = 156, perimeter = 979.68, color = RED
358: Circle, x = 152, y = 179, radius = 155, perimeter = 973.4, color = VIOLET
359: Circle, x = 107, y = 78, radius = 155, perimeter = 973.4, color = VIOLET
360: Circle, x = 150, y = 120, radius = 155, perimeter = 973.4, color = ORANGE
361: Circle, x = 31, y = 56, radius = 155, perimeter = 973.4, color = LIGHT_BLUE
362: Circle, x = 109, y = 101, radius = 155, perimeter = 973.4, color = YELLOW
363: Circle, x = 6, y = 39, radius = 155, perimeter = 973.4, color = VIOLET
364: Circle, x = 38, y = 25, radius = 155, perimeter = 973.4, color = ORANGE
365: Circle, x = 153, y = 127, radius = 155, perimeter = 973.4, color = BLUE
366: Circle, x = 61, y = 144, radius = 155, perimeter = 973.4, color = RED
367: Circle, x = 72, y = 142, radius = 155, perimeter = 973.4, color = VIOLET
368: Circle, x = 102, y = 5, radius = 154, perimeter = 967.12, color = GREEN
369: Circle, x = 128, y = 194, radius = 154, perimeter = 967.12, color = RED
370: Circle, x = 106, y = 126, radius = 154, perimeter = 967.12, color = VIOLET
371: Circle, x = 107, y = 42, radius = 154, perimeter = 967.12, color = GREEN
372: Circle, x = 39, y = 19, radius = 154, perimeter = 967.12, color = VIOLET
373: Circle, x = 37, y = 120, radius = 153, perimeter = 960.84, color = GREEN
374: Circle, x = 145, y = 135, radius = 153, perimeter = 960.84, color = BLUE
375: Circle, x = 120, y = 47, radius = 153, perimeter = 960.84, color = RED
376: Circle, x = 145, y = 72, radius = 153, perimeter = 960.84, color = RED
377: Circle, x = 71, y = 171, radius = 153, perimeter = 960.84, color = BLUE
378: Circle, x = 21, y = 126, radius = 153, perimeter = 960.84, color = LIGHT_BLUE
379: Circle, x = 179, y = 27, radius = 153, perimeter = 960.84, color = VIOLET
380: Circle, x = 91, y = 177, radius = 153, perimeter = 960.84, color = GREEN
381: Circle, x = 92, y = 102, radius = 152, perimeter = 954.56, color = RED
382: Circle, x = 181, y = 182, radius = 152, perimeter = 954.56, color = ORANGE
383: Circle, x = 41, y = 133, radius = 152, perimeter = 954.56, color = ORANGE
384: Circle, x = 108, y = 147, radius = 152, perimeter = 954.56, color = BLUE
385: Circle, x = 129, y = 28, radius = 152, perimeter = 954.56, color = LIGHT_BLUE
386: Circle, x = 187, y = 164, radius = 152, perimeter = 954.56, color = RED
387: Circle, x = 80, y = 152, radius = 152, perimeter = 954.56, color = GREEN
388: Circle, x = 60, y = 135, radius = 152, perimeter = 954.56, color = LIGHT_BLUE
389: Circle, x = 34, y = 155, radius = 151, perimeter = 948.28, color = BLUE
390: Circle, x = 90, y = 95, radius = 151, perimeter = 948.28, color = YELLOW
391: Circle, x = 153, y = 126, radius = 151, perimeter = 948.28, color = LIGHT_BLUE
392: Circle, x = 121, y = 163, radius = 151, perimeter = 948.28, color = VIOLET
393: Circle, x = 99, y = 56, radius = 151, perimeter = 948.28, color = LIGHT_BLUE
394: Circle, x = 133, y = 21, radius = 151, perimeter = 948.28, color = BLUE
395: Circle, x = 33, y = 138, radius = 151, perimeter = 948.28, color = YELLOW
396: Circle, x = 65, y = 14, radius = 151, perimeter = 948.28, color = BLUE
397: Circle, x = 176, y = 184, radius = 151, perimeter = 948.28, color = LIGHT_BLUE
398: Circle, x = 98, y = 78, radius = 151, perimeter = 948.28, color = BLUE
399: Circle, x = 168, y = 174, radius = 151, perimeter = 948.28, color = BLUE
400: Circle, x = 47, y = 110, radius = 150, perimeter = 942, color = BLUE
401: Circle, x = 129, y = 140, radius = 150, perimeter = 942, color = BLUE
402: Circle, x = 124, y = 54, radius = 150, perimeter = 942, color = BLUE
403: Circle, x = 144, y = 13, radius = 150, perimeter = 942, color = BLUE
404: Circle, x = 15, y = 7, radius = 150, perimeter = 942, color = BLUE
405: Circle, x = 65, y = 132, radius = 150, perimeter = 942, color = VIOLET
406: Circle, x = 178, y = 171, radius = 150, perimeter = 942, color = GREEN
407: Circle, x = 126, y = 98, radius = 150, perimeter = 942, color = BLUE
408: Circle, x = 88, y = 62, radius = 150, perimeter = 942, color = LIGHT_BLUE
409: Circle, x = 167, y = 174, radius = 149, perimeter = 935.72, color = GREEN
410: Circle, x = 36, y = 35, radius = 149, perimeter = 935.72, color = LIGHT_BLUE
411: Circle, x = 128, y = 30, radius = 149, perimeter = 935.72, color = LIGHT_BLUE
412: Circle, x = 89, y = 53, radius = 149, perimeter = 935.72, color = YELLOW
413: Circle, x = 123, y = 187, radius = 149, perimeter = 935.72, color = GREEN
414: Circle, x = 150, y = 4, radius = 149, perimeter = 935.72, color = BLUE
415: Circle, x = 66, y = 104, radius = 148, perimeter = 929.44, color = GREEN
416: Circle, x = 149, y = 70, radius = 148, perimeter = 929.44, color = VIOLET
417: Circle, x = 170, y = 142, radius = 148, perimeter = 929.44, color = LIGHT_BLUE
418: Circle, x = 107, y = 21, radius = 148, perimeter = 929.44, color = BLUE
419: Circle, x = 134, y = 124, radius = 148, perimeter = 929.44, color = BLUE
420: Circle, x = 108, y = 137, radius = 148, perimeter = 929.44, color = BLUE
421: Circle, x = 93, y = 133, radius = 148, perimeter = 929.44, color = GREEN
422: Circle, x = 119, y = 129, radius = 148, perimeter = 929.44, color = RED
423: Circle, x = 168, y = 24, radius = 148, perimeter = 929.44, color = VIOLET
424: Circle, x = 174, y = 172, radius = 148, perimeter = 929.44, color = GREEN
425: Circle, x = 66, y = 79, radius = 148, perimeter = 929.44, color = LIGHT_BLUE
426: Circle, x = 134, y = 6, radius = 147, perimeter = 923.16, color = BLUE
427: Circle, x = 156, y = 59, radius = 147, perimeter = 923.16, color = LIGHT_BLUE
428: Circle, x = 45, y = 140, radius = 147, perimeter = 923.16, color = ORANGE
429: Circle, x = 183, y = 117, radius = 147, perimeter = 923.16, color = VIOLET
430: Circle, x = 102, y = 44, radius = 147, perimeter = 923.16, color = RED
431: Circle, x = 154, y = 183, radius = 146, perimeter = 916.88, color = YELLOW
432: Circle, x = 114, y = 140, radius = 146, perimeter = 916.88, color = BLUE
433: Circle, x = 188, y = 135, radius = 146, perimeter = 916.88, color = LIGHT_BLUE
434: Circle, x = 134, y = 125, radius = 146, perimeter = 916.88, color = BLUE
435: Circle, x = 188, y = 123, radius = 146, perimeter = 916.88, color = ORANGE
436: Circle, x = 189, y = 42, radius = 146, perimeter = 916.88, color = YELLOW
437: Circle, x = 54, y = 9, radius = 146, perimeter = 916.88, color = LIGHT_BLUE
438: Circle, x = 41, y = 127, radius = 146, perimeter = 916.88, color = ORANGE
439: Circle, x = 88, y = 183, radius = 146, perimeter = 916.88, color = ORANGE
440: Circle, x = 51, y = 151, radius = 145, perimeter = 910.6, color = YELLOW
441: Circle, x = 58, y = 70, radius = 145, perimeter = 910.6, color = GREEN
442: Circle, x = 19, y = 47, radius = 145, perimeter = 910.6, color = RED
443: Circle, x = 39, y = 63, radius = 145, perimeter = 910.6, color = YELLOW
444: Circle, x = 116, y = 200, radius = 145, perimeter = 910.6, color = ORANGE
445: Circle, x = 53, y = 75, radius = 145, perimeter = 910.6, color = GREEN
446: Circle, x = 198, y = 50, radius = 145, perimeter = 910.6, color = ORANGE
447: Circle, x = 32, y = 166, radius = 145, perimeter = 910.6, color = LIGHT_BLUE
448: Circle, x = 84, y = 1, radius = 145, perimeter = 910.6, color = BLUE
449: Circle, x = 16, y = 102, radius = 145, perimeter = 910.6, color = VIOLET
450: Circle, x = 92, y = 80, radius = 144, perimeter = 904.32, color = LIGHT_BLUE
451: Circle, x = 145, y = 192, radius = 144, perimeter = 904.32, color = GREEN
452: Circle, x = 169, y = 60, radius = 144, perimeter = 904.32, color = YELLOW
453: Circle, x = 86, y = 94, radius = 144, perimeter = 904.32, color = LIGHT_BLUE
454: Circle, x = 23, y = 124, radius = 144, perimeter = 904.32, color = ORANGE
455: Circle, x = 158, y = 183, radius = 144, perimeter = 904.32, color = LIGHT_BLUE
456: Circle, x = 159, y = 81, radius = 144, perimeter = 904.32, color = BLUE
457: Circle, x = 189, y = 126, radius = 143, perimeter = 898.04, color = RED
458: Circle, x = 145, y = 151, radius = 143, perimeter = 898.04, color = GREEN
459: Circle, x = 46, y = 142, radius = 143, perimeter = 898.04, color = BLUE
460: Circle, x = 184, y = 47, radius = 143, perimeter = 898.04, color = YELLOW
461: Circle, x = 121, y = 178, radius = 143, perimeter = 898.04, color = GREEN
462: Circle, x = 76, y = 73, radius = 143, perimeter = 898.04, color = VIOLET
463: Circle, x = 119, y = 166, radius = 143, perimeter = 898.04, color = RED
464: Circle, x = 81, y = 170, radius = 143, perimeter = 898.04, color = ORANGE
465: Circle, x = 17, y = 51, radius = 143, perimeter = 898.04, color = RED
466: Circle, x = 148, y = 150, radius = 143, perimeter = 898.04, color = ORANGE
467: Circle, x = 196, y = 14, radius = 143, perimeter = 898.04, color = VIOLET
468: Circle, x = 81, y = 104, radius = 142, perimeter = 891.76, color = GREEN
469: Circle, x = 13, y = 21, radius = 142, perimeter = 891.76, color = GREEN
470: Circle, x = 110, y = 138, radius = 142, perimeter = 891.76, color = YELLOW
471: Circle, x = 80, y = 10, radius = 142, perimeter = 891.76, color = ORANGE
472: Circle, x = 146, y = 23, radius = 142, perimeter = 891.76, color = BLUE
473: Circle, x = 150, y = 110, radius = 142, perimeter = 891.76, color = GREEN
474: Circle, x = 200, y = 86, radius = 142, perimeter = 891.76, color = ORANGE
475: Circle, x = 85, y = 42, radius = 142, perimeter = 891.76, color = YELLOW
476: Circle, x = 6, y = 147, radius = 142, perimeter = 891.76, color = RED
477: Circle, x = 183, y = 56, radius = 142, perimeter = 891.76, color = LIGHT_BLUE
478: Circle, x = 154, y = 108, radius = 142, perimeter = 891.76, color = YELLOW
479: Circle, x = 181, y = 31, radius = 142, perimeter = 891.76, color = LIGHT_BLUE
480: Circle, x = 75, y = 182, radius = 142, perimeter = 891.76, color = YELLOW
481: Circle, x = 43, y = 24, radius = 142, perimeter = 891.76, color = VIOLET
482: Circle, x = 112, y = 51, radius = 141, perimeter = 885.48, color = VIOLET
483: Circle, x = 155, y = 95, radius = 141, perimeter = 885.48, color = LIGHT_BLUE
484: Circle, x = 183, y = 68, radius = 141, perimeter = 885.48, color = YELLOW
485: Circle, x = 180, y = 200, radius = 141, perimeter = 885.48, color = RED
486: Circle, x = 83, y = 187, radius = 141, perimeter = 885.48, color = VIOLET
487: Circle, x = 159, y = 37, radius = 141, perimeter = 885.48, color = RED
488: Circle, x = 103, y = 62, radius = 141, perimeter = 885.48, color = ORANGE
489: Circle, x = 165, y = 43, radius = 141, perimeter = 885.48, color = BLUE
490: Circle, x = 78, y = 185, radius = 141, perimeter = 885.48, color = LIGHT_BLUE
491: Circle, x = 22, y = 149, radius = 141, perimeter = 885.48, color = BLUE
492: Circle, x = 8, y = 105, radius = 141, perimeter = 885.48, color = BLUE
493: Circle, x = 175, y = 20, radius = 140, perimeter = 879.2, color = ORANGE
494: Circle, x = 79, y = 120, radius = 140, perimeter = 879.2, color = RED
495: Circle, x = 46, y = 167, radius = 140, perimeter = 879.2, color = VIOLET
496: Circle, x = 98, y = 136, radius = 140, perimeter = 879.2, color = BLUE
497: Circle, x = 53, y = 148, radius = 140, perimeter = 879.2, color = VIOLET
498: Circle, x = 183, y = 100, radius = 140, perimeter = 879.2, color = YELLOW
499: Circle, x = 118, y = 178, radius = 140, perimeter = 879.2, color = RED
500: Circle, x = 57, y = 66, radius = 140, perimeter = 879.2, color = YELLOW
501: Circle, x = 69, y = 35, radius = 140, perimeter = 879.2, color = ORANGE
502: Circle, x = 168, y = 62, radius = 140, perimeter = 879.2, color = BLUE
503: Circle, x = 140, y = 127, radius = 140, perimeter = 879.2, color = VIOLET
504: Circle, x = 2, y = 100, radius = 140, perimeter = 879.2, color = BLUE
505: Circle, x = 142, y = 175, radius = 139, perimeter = 872.92, color = YELLOW
506: Circle, x = 197, y = 11, radius = 139, perimeter = 872.92, color = VIOLET
507: Circle, x = 108, y = 164, radius = 139, perimeter = 872.92, color = GREEN
508: Circle, x = 112, y = 194, radius = 139, perimeter = 872.92, color = ORANGE
509: Circle, x = 46, y = 57, radius = 138, perimeter = 866.64, color = RED
510: Circle, x = 170, y = 159, radius = 138, perimeter = 866.64, color = YELLOW
511: Circle, x = 161, y = 178, radius = 138, perimeter = 866.64, color = YELLOW
512: Circle, x = 8, y = 166, radius = 138, perimeter = 866.64, color = ORANGE
513: Circle, x = 98, y = 39, radius = 138, perimeter = 866.64, color = BLUE
514: Circle, x = 147, y = 132, radius = 138, perimeter = 866.64, color = YELLOW
515: Circle, x = 193, y = 102, radius = 137, perimeter = 860.36, color = ORANGE
516: Circle, x = 130, y = 172, radius = 137, perimeter = 860.36, color = YELLOW
517: Circle, x = 65, y = 155, radius = 137, perimeter = 860.36, color = YELLOW
518: Circle, x = 64, y = 70, radius = 137, perimeter = 860.36, color = YELLOW
519: Circle, x = 79, y = 14, radius = 137, perimeter = 860.36, color = ORANGE
520: Circle, x = 200, y = 190, radius = 137, perimeter = 860.36, color = ORANGE
521: Circle, x = 162, y = 120, radius = 137, perimeter = 860.36, color = GREEN
522: Circle, x = 73, y = 16, radius = 137, perimeter = 860.36, color = LIGHT_BLUE
523: Circle, x = 199, y = 97, radius = 137, perimeter = 860.36, color = BLUE
524: Circle, x = 174, y = 155, radius = 137, perimeter = 860.36, color = GREEN
525: Circle, x = 166, y = 43, radius = 136, perimeter = 854.08, color = BLUE
526: Circle, x = 196, y = 10, radius = 136, perimeter = 854.08, color = LIGHT_BLUE
527: Circle, x = 86, y = 62, radius = 136, perimeter = 854.08, color = BLUE
528: Circle, x = 153, y = 145, radius = 136, perimeter = 854.08, color = VIOLET
529: Circle, x = 42, y = 38, radius = 136, perimeter = 854.08, color = BLUE
530: Circle, x = 85, y = 145, radius = 136, perimeter = 854.08, color = GREEN
531: Circle, x = 166, y = 146, radius = 136, perimeter = 854.08, color = YELLOW
532: Circle, x = 66, y = 167, radius = 136, perimeter = 854.08, color = GREEN
533: Circle, x = 87, y = 125, radius = 136, perimeter = 854.08, color = VIOLET
534: Circle, x = 106, y = 41, radius = 136, perimeter = 854.08, color = BLUE
535: Circle, x = 47, y = 87, radius = 136, perimeter = 854.08, color = GREEN
536: Circle, x = 31, y = 29, radius = 136, perimeter = 854.08, color = BLUE
537: Circle, x = 195, y = 121, radius = 136, perimeter = 854.08, color = RED
538: Circle, x = 64, y = 200, radius = 136, perimeter = 854.08, color = BLUE
539: Circle, x = 31, y = 176, radius = 135, perimeter = 847.8, color = BLUE
540: Circle, x = 157, y = 121, radius = 135, perimeter = 847.8, color = ORANGE
541: Circle, x = 164, y = 59, radius = 135, perimeter = 847.8, color = ORANGE
542: Circle, x = 84, y = 133, radius = 135, perimeter = 847.8, color = RED
543: Circle, x = 48, y = 81, radius = 135, perimeter = 847.8, color = GREEN
544: Circle, x = 143, y = 128, radius = 135, perimeter = 847.8, color = RED
545: Circle, x = 99, y = 25, radius = 135, perimeter = 847.8, color = GREEN
546: Circle, x = 129, y = 169, radius = 135, perimeter = 847.8, color = BLUE
547: Circle, x = 158, y = 98, radius = 135, perimeter = 847.8, color = ORANGE
548: Circle, x = 60, y = 28, radius = 134, perimeter = 841.52, color = RED
549: Circle, x = 76, y = 156, radius = 134, perimeter = 841.52, color = RED
550: Circle, x = 189, y = 107, radius = 134, perimeter = 841.52, color = LIGHT_BLUE
551: Circle, x = 188, y = 3, radius = 134, perimeter = 841.52, color = GREEN
552: Circle, x = 7, y = 181, radius = 134, perimeter = 841.52, color = GREEN
553: Circle, x = 13, y = 33, radius = 134, perimeter = 841.52, color = YELLOW
554: Circle, x = 182, y = 58, radius = 134, perimeter = 841.52, color = ORANGE
555: Circle, x = 64, y = 168, radius = 134, perimeter = 841.52, color = VIOLET
556: Circle, x = 80, y = 110, radius = 134, perimeter = 841.52, color = BLUE
557: Circle, x = 61, y = 62, radius = 134, perimeter = 841.52, color = LIGHT_BLUE
558: Circle, x = 133, y = 130, radius = 133, perimeter = 835.24, color = RED
559: Circle, x = 55, y = 19, radius = 133, perimeter = 835.24, color = VIOLET
560: Circle, x = 19, y = 70, radius = 133, perimeter = 835.24, color = GREEN
561: Circle, x = 39, y = 24, radius = 133, perimeter = 835.24, color = RED
562: Circle, x = 140, y = 42, radius = 133, perimeter = 835.24, color = RED
563: Circle, x = 130, y = 16, radius = 133, perimeter = 835.24, color = RED
564: Circle, x = 163, y = 45, radius = 133, perimeter = 835.24, color = GREEN
565: Circle, x = 161, y = 151, radius = 133, perimeter = 835.24, color = LIGHT_BLUE
566: Circle, x = 139, y = 54, radius = 133, perimeter = 835.24, color = LIGHT_BLUE
567: Circle, x = 22, y = 85, radius = 133, perimeter = 835.24, color = RED
568: Circle, x = 6, y = 196, radius = 133, perimeter = 835.24, color = YELLOW
569: Circle, x = 125, y = 55, radius = 133, perimeter = 835.24, color = ORANGE
570: Circle, x = 149, y = 180, radius = 133, perimeter = 835.24, color = YELLOW
571: Circle, x = 39, y = 22, radius = 132, perimeter = 828.96, color = ORANGE
