Total number of shapes is 10000 
Shapes are:
0: Circle, x = 89, y = 177, radius = 200, perimeter = 1256, color = ORANGE
339: Circle, x = 43, y = 40, radius = 182, perimeter = 1142.96, color = VIOLET
340: Circle, x = 197, y = 69, radius = 182, perimeter = 1142.96, color = RED
341: Circle, x = 131, y = 195, radius = 182, perimeter = 1142.96, color = BLUE
342: Circle, x = 6, y = 34, radius = 182, perimeter = 1142.96, color = LIGHT_BLUE
343: Circle, x = 41, y = 46, radius = 182, perimeter = 1142.96, color = RED
344: Circle, x = 199, y = 1, radius = 182, perimeter = 1142.96, color = YELLOW
345: Circle, x = 127, y = 192, radius = 182, perimeter = 1142.96, color = RED
346: Circle, x = 56, y = 175, radius = 182, perimeter = 1142.96, color = YELLOW
347: Circle, x = 192, y = 117, radius = 181, perimeter = 1136.68, color = VIOLET
348: Circle, x = 95, y = 136, radius = 181, perimeter = 1136.68, color = BLUE
349: Circle, x = 91, y = 87, radius = 181, perimeter = 1136.68, color = RED
350: Circle, x = 147, y = 169, radius = 181, perimeter = 1136.68, color = BLUE
351: Circle, x = 56, y = 60, radius = 181, perimeter = 1136.68, color = RED
352: Circle, x = 10, y = 140, radius = 181, perimeter = 1136.68, color = LIGHT_BLUE
353: Circle, x = 84, y = 115, radius = 181, perimeter = 1136.68, color = BLUE
354: Circle, x = 132, y = 55, radius = 181, perimeter = 1136.68, color = VIOLET
355: Circle, x = 155, y = 149, radius = 181, perimeter = 1136.68, color = BLUE
356: Circle, x = 99, y = 47, radius = 181, perimeter = 1136.68, color = RED
357: Circle, x = 62, y = 5, radius = 181, perimeter = 1136.68, color = BLUE
358: Circle, x = 21, y = 120, radius = 181, perimeter = 1136.68, color = VIOLET
359: Circle, x = 161, y = 84, radius = 181, perimeter = 1136.68, color = ORANGE
360: Circle, x = 84, y = 142, radius = 181, perimeter = 1136.68, color = YELLOW
361: Circle, x = 98, y = 43, radius = 180, perimeter = 1130.4, color = RED
362: Circle, x = 114, y = 58, radius = 180, perimeter = 1130.4, color = LIGHT_BLUE
363: Circle, x = 49, y = 124, radius = 180, perimeter = 1130.4, color = LIGHT_BLUE
364: Circle, x = 23, y = 183, radius = 180, perimeter = 1130.4, color = GREEN
365: Circle, x = 191, y = 68, radius = 180, perimeter = 1130.4, color = YELLOW
366: Circle, x = 27, y = 93, radius = 180, perimeter = 1130.4, color = RED
367: Circle, x = 53, y = 137, radius = 180, perimeter = 1130.4, color = VIOLET
368: Circle, x = 102, y = 17, radius = 180, perimeter = 1130.4, color = ORANGE
369: Circle, x = 1, y = 137, radius = 180, perimeter = 1130.4, color = RED
370: Circle, x = 66, y = 100, radius = 180, perimeter = 1130.4, color = LIGHT_BLUE
371: Circle, x = 49, y = 66, radius = 180, perimeter = 1130.4, color = VIOLET
372: Circle, x = 11, y = 149, radius = 180, perimeter = 1130.4, color = LIGHT_BLUE
373: Circle, x = 125, y = 106, radius = 180, perimeter = 1130.4, color = RED
374: Circle, x = 83, y = 68, radius = 180, perimeter = 1130.4, color = ORANGE
375: Circle, x = 26, y = 6, radius = 180, perimeter = 1130.4, color = YELLOW
376: Circle, x = 54, y = 186, radius = 180, perimeter = 1130.4, color = BLUE
377: Circle, x = 7, y = 163, radius = 180, perimeter = 1130.4, color = LIGHT_BLUE
378: Circle, x = 99, y = 126, radius = 180, perimeter = 1130.4, color = BLUE
379: Circle, x = 79, y = 163, radius = 180, perimeter = 1130.4, color = VIOLET
380: Circle, x = 174, y = 161, radius = 179, perimeter = 1124.12, color = GREEN
381: Circle, x = 13, y = 120, radius = 179, perimeter = 1124.12, color = LIGHT_BLUE
382: Circle, x = 34, y = 26, radius = 179, perimeter = 1124.12, color = BLUE
383: Circle, x = 122, y = 19, radius = 179, perimeter = 1124.12, color = RED
384: Circle, x = 15, y = 71, radius = 179, perimeter = 1124.12, color = GREEN
385: Circle, x = 200, y = 178, radius = 179, perimeter = 1124.12, color = VIOLET
386: Circle, x = 25, y = 67, radius = 179, perimeter = 1124.12, color = GREEN
387: Circle, x = 111, y = 177, radius = 179, perimeter = 1124.12, color = BLUE
388: Circle, x = 105, y = 102, radius = 179, perimeter = 1124.12, color = YELLOW
389: Circle, x = 68, y = 67, radius = 179, perimeter = 1124.12, color = GREEN
390: Circle, x = 5, y = 76, radius = 179, perimeter = 1124.12, color = RED
391: Circle, x = 158, y = 34, radius = 179, perimeter = 1124.12, color = YELLOW
392: Circle, x = 172, y = 138, radius = 179, perimeter = 1124.12, color = YELLOW
393: Circle, x = 82, y = 149, radius = 179, perimeter = 1124.12, color = VIOLET
394: Circle, x = 54, y = 5, radius = 179, perimeter = 1124.12, color = ORANGE
395: Circle, x = 164, y = 57, radius = 178, perimeter = 1117.84, color = LIGHT_BLUE
396: Circle, x = 66, y = 55, radius = 178, perimeter = 1117.84, color = BLUE
397: Circle, x = 106, y = 79, radius = 178, perimeter = 1117.84, color = LIGHT_BLUE
398: Circle, x = 52, y = 134, radius = 178, perimeter = 1117.84, color = GREEN
399: Circle, x = 51, y = 48, radius = 178, perimeter = 1117.84, color = YELLOW
400: Circle, x = 55, y = 24, radius = 178, perimeter = 1117.84, color = LIGHT_BLUE
401: Circle, x = 104, y = 72, radius = 178, perimeter = 1117.84, color = ORANGE
402: Circle, x = 157, y = 55, radius = 178, perimeter = 1117.84, color = VIOLET
403: Circle, x = 41, y = 91, radius = 178, perimeter = 1117.84, color = YELLOW
404: Circle, x = 73, y = 127, radius = 178, perimeter = 1117.84, color = YELLOW
405: Circle, x = 146, y = 43, radius = 178, perimeter = 1117.84, color = LIGHT_BLUE
406: Circle, x = 125, y = 6, radius = 178, perimeter = 1117.84, color = LIGHT_BLUE
407: Circle, x = 71, y = 15, radius = 178, perimeter = 1117.84, color = RED
408: Circle, x = 171, y = 146, radius = 178, perimeter = 1117.84, color = ORANGE
409: Circle, x = 89, y = 82, radius = 177, perimeter = 1111.56, color = GREEN
410: Circle, x = 16, y = 87, radius = 177, perimeter = 1111.56, color = ORANGE
411: Circle, x = 132, y = 2, radius = 177, perimeter = 1111.56, color = VIOLET
412: Circle, x = 152, y = 27, radius = 177, perimeter = 1111.56, color = RED
413: Circle, x = 51, y = 3, radius = 177, perimeter = 1111.56, color = BLUE
414: Circle, x = 56, y = 100, radius = 177, perimeter = 1111.56, color = ORANGE
415: Circle, x = 9, y = 190, radius = 177, perimeter = 1111.56, color = YELLOW
416: Circle, x = 146, y = 180, radius = 177, perimeter = 1111.56, color = GREEN
417: Circle, x = 131, y = 8, radius = 177, perimeter = 1111.56, color = RED
418: Circle, x = 118, y = 117, radius = 177, perimeter = 1111.56, color = BLUE
419: Circle, x = 138, y = 62, radius = 177, perimeter = 1111.56, color = GREEN
420: Circle, x = 182, y = 160, radius = 177, perimeter = 1111.56, color = YELLOW
421: Circle, x = 143, y = 99, radius = 177, perimeter = 1111.56, color = RED
422: Circle, x = 30, y = 58, radius = 177, perimeter = 1111.56, color = LIGHT_BLUE
423: Circle, x = 172, y = 195, radius = 177, perimeter = 1111.56, color = GREEN
424: Circle, x = 55, y = 153, radius = 177, perimeter = 1111.56, color = YELLOW
425: Circle, x = 64, y = 102, radius = 177, perimeter = 1111.56, color = LIGHT_BLUE
426: Circle, x = 187, y = 145, radius = 176, perimeter = 1105.28, color = YELLOW
427: Circle, x = 186, y = 187, radius = 176, perimeter = 1105.28, color = RED
428: Circle, x = 195, y = 87, radius = 176, perimeter = 1105.28, color = VIOLET
429: Circle, x = 177, y = 13, radius = 176, perimeter = 1105.28, color = LIGHT_BLUE
430: Circle, x = 52, y = 113, radius = 176, perimeter = 1105.28, color = VIOLET
431: Circle, x = 164, y = 83, radius = 176, perimeter = 1105.28, color = VIOLET
432: Circle, x = 19, y = 28, radius = 176, perimeter = 1105.28, color = GREEN
433: Circle, x = 3, y = 178, radius = 176, perimeter = 1105.28, color = RED
434: Circle, x = 25, y = 44, radius = 176, perimeter = 1105.28, color = LIGHT_BLUE
435: Circle, x = 1, y = 7, radius = 176, perimeter = 1105.28, color = LIGHT_BLUE
436: Circle, x = 64, y = 190, radius = 176, perimeter = 1105.28, color = RED
437: Circle, x = 146, y = 138, radius = 176, perimeter = 1105.28, color = ORANGE
438: Circle, x = 41, y = 7, radius = 176, perimeter = 1105.28, color = VIOLET
439: Circle, x = 104, y = 190, radius = 176, perimeter = 1105.28, color = RED
440: Circle, x = 159, y = 60, radius = 176, perimeter = 1105.28, color = YELLOW
441: Circle, x = 52, y = 34, radius = 176, perimeter = 1105.28, color = ORANGE
442: Circle, x = 76, y = 31, radius = 176, perimeter = 1105.28, color = BLUE
443: Circle, x = 50, y = 156, radius = 176, perimeter = 1105.28, color = YELLOW
444: Circle, x = 58, y = 59, radius = 176, perimeter = 1105.28, color = YELLOW
445: Circle, x = 188, y = 138, radius = 175, perimeter = 1099, color = LIGHT_BLUE
446: Circle, x = 141, y = 19, radius = 175, perimeter = 1099, color = VIOLET
447: Circle, x = 109, y = 180, radius = 175, perimeter = 1099, color = BLUE
448: Circle, x = 20, y = 39, radius = 175, perimeter = 1099, color = GREEN
449: Circle, x = 83, y = 146, radius = 175, perimeter = 1099, color = ORANGE
450: Circle, x = 176, y = 7, radius = 175, perimeter = 1099, color = RED
451: Circle, x = 191, y = 187, radius = 175, perimeter = 1099, color = VIOLET
452: Circle, x = 92, y = 100, radius = 175, perimeter = 1099, color = GREEN
453: Circle, x = 116, y = 171, radius = 175, perimeter = 1099, color = GREEN
454: Circle, x = 15, y = 190, radius = 175, perimeter = 1099, color = YELLOW
455: Circle, x = 112, y = 120, radius = 175, perimeter = 1099, color = RED
456: Circle, x = 54, y = 102, radius = 175, perimeter = 1099, color = LIGHT_BLUE
457: Circle, x = 148, y = 135, radius = 175, perimeter = 1099, color = RED
458: Circle, x = 185, y = 163, radius = 175, perimeter = 1099, color = LIGHT_BLUE
459: Circle, x = 57, y = 80, radius = 175, perimeter = 1099, color = RED
460: Circle, x = 187, y = 77, radius = 174, perimeter = 1092.72, color = RED
461: Circle, x = 165, y = 151, radius = 174, perimeter = 1092.72, color = VIOLET
462: Circle, x = 157, y = 162, radius = 174, perimeter = 1092.72, color = VIOLET
463: Circle, x = 159, y = 102, radius = 174, perimeter = 1092.72, color = ORANGE
464: Circle, x = 155, y = 198, radius = 174, perimeter = 1092.72, color = RED
465: Circle, x = 144, y = 26, radius = 174, perimeter = 1092.72, color = LIGHT_BLUE
466: Circle, x = 40, y = 173, radius = 174, perimeter = 1092.72, color = BLUE
467: Circle, x = 42, y = 38, radius = 174, perimeter = 1092.72, color = BLUE
468: Circle, x = 157, y = 132, radius = 174, perimeter = 1092.72, color = YELLOW
469: Circle, x = 2, y = 111, radius = 174, perimeter = 1092.72, color = RED
470: Circle, x = 41, y = 91, radius = 174, perimeter = 1092.72, color = RED
471: Circle, x = 152, y = 14, radius = 174, perimeter = 1092.72, color = LIGHT_BLUE
472: Circle, x = 120, y = 186, radius = 174, perimeter = 1092.72, color = ORANGE
473: Circle, x = 106, y = 28, radius = 174, perimeter = 1092.72, color = GREEN
474: Circle, x = 65, y = 169, radius = 174, perimeter = 1092.72, color = RED
475: Circle, x = 109, y = 126, radius = 174, perimeter = 1092.72, color = ORANGE
476: Circle, x = 152, y = 61, radius = 174, perimeter = 1092.72, color = GREEN
477: Circle, x = 160, y = 81, radius = 174, perimeter = 1092.72, color = ORANGE
478: Circle, x = 1, y = 168, radius = 174, perimeter = 1092.72, color = RED
479: Circle, x = 33, y = 34, radius = 174, perimeter = 1092.72, color = LIGHT_BLUE
480: Circle, x = 3, y = 36, radius = 174, perimeter = 1092.72, color = RED
481: Circle, x = 104, y = 161, radius = 174, perimeter = 1092.72, color = VIOLET
482: Circle, x = 30, y = 1, radius = 174, perimeter = 1092.72, color = YELLOW
483: Circle, x = 175, y = 55, radius = 173, perimeter = 1086.44, color = YELLOW
484: Circle, x = 158, y = 3, radius = 173, perimeter = 1086.44, color = YELLOW
485: Circle, x = 181, y = 163, radius = 173, perimeter = 1086.44, color = RED
486: Circle, x = 10, y = 106, radius = 173, perimeter = 1086.44, color = GREEN
487: Circle, x = 115, y = 123, radius = 173, perimeter = 1086.44, color = YELLOW
488: Circle, x = 66, y = 2, radius = 173, perimeter = 1086.44, color = ORANGE
489: Circle, x = 128, y = 78, radius = 173, perimeter = 1086.44, color = VIOLET
490: Circle, x = 63, y = 107, radius = 173, perimeter = 1086.44, color = ORANGE
491: Circle, x = 129, y = 181, radius = 173, perimeter = 1086.44, color = ORANGE
492: Circle, x = 6, y = 197, radius = 173, perimeter = 1086.44, color = LIGHT_BLUE
493: Circle, x = 156, y = 99, radius = 173, perimeter = 1086.44, color = ORANGE
494: Circle, x = 102, y = 150, radius = 173, perimeter = 1086.44, color = LIGHT_BLUE
495: Circle, x = 139, y = 35, radius = 173, perimeter = 1086.44, color = ORANGE
496: Circle, x = 52, y = 112, radius = 173, perimeter = 1086.44, color = LIGHT_BLUE
497: Circle, x = 6, y = 181, radius = 173, perimeter = 1086.44, color = YELLOW
498: Circle, x = 12, y = 128, radius = 173, perimeter = 1086.44, color = RED
499: Circle, x = 116, y = 88, radius = 173, perimeter = 1086.44, color = LIGHT_BLUE
500: Circle, x = 195, y = 168, radius = 173, perimeter = 1086.44, color = VIOLET
501: Circle, x = 94, y = 48, radius = 173, perimeter = 1086.44, color = LIGHT_BLUE
502: Circle, x = 134, y = 30, radius = 173, perimeter = 1086.44, color = ORANGE
503: Circle, x = 86, y = 19, radius = 173, perimeter = 1086.44, color = ORANGE
504: Circle, x = 109, y = 34, radius = 173, perimeter = 1086.44, color = GREEN
505: Circle, x = 110, y = 74, radius = 173, perimeter = 1086.44, color = ORANGE
506: Circle, x = 117, y = 81, radius = 172, perimeter = 1080.16, color = RED
507: Circle, x = 159, y = 19, radius = 172, perimeter = 1080.16, color = GREEN
508: Circle, x = 77, y = 78, radius = 172, perimeter = 1080.16, color = YELLOW
509: Circle, x = 196, y = 2, radius = 172, perimeter = 1080.16, color = RED
510: Circle, x = 126, y = 125, radius = 172, perimeter = 1080.16, color = RED
511: Circle, x = 47, y = 115, radius = 172, perimeter = 1080.16, color = VIOLET
512: Circle, x = 24, y = 128, radius = 172, perimeter = 1080.16, color = BLUE
513: Circle, x = 79, y = 72, radius = 172, perimeter = 1080.16, color = VIOLET
514: Circle, x = 131, y = 140, radius = 172, perimeter = 1080.16, color = BLUE
515: Circle, x = 187, y = 59, radius = 172, perimeter = 1080.16, color = RED
516: Circle, x = 106, y = 130, radius = 172, perimeter = 1080.16, color = YELLOW
517: Circle, x = 7, y = 160, radius = 172, perimeter = 1080.16, color = LIGHT_BLUE
518: Circle, x = 186, y = 196, radius = 172, perimeter = 1080.16, color = LIGHT_BLUE
519: Circle, x = 132, y = 190, radius = 172, perimeter = 1080.16, color = VIOLET
520: Circle, x = 82, y = 15, radius = 172, perimeter = 1080.16, color = BLUE
521: Circle, x = 56, y = 61, radius = 172, perimeter = 1080.16, color = BLUE
522: Circle, x = 82, y = 76, radius = 172, perimeter = 1080.16, color = GREEN
523: Circle, x = 78, y = 24, radius = 172, perimeter = 1080.16, color = GREEN
524: Circle, x = 165, y = 114, radius = 172, perimeter = 1080.16, color = RED
525: Circle, x = 79, y = 33, radius = 172, perimeter = 1080.16, color = RED
526: Circle, x = 43, y = 96, radius = 172, perimeter = 1080.16, color = ORANGE
527: Circle, x = 113, y = 183, radius = 172, perimeter = 1080.16, color = VIOLET
528: Circle, x = 167, y = 188, radius = 172, perimeter = 1080.16, color = ORANGE
529: Circle, x = 11, y = 60, radius = 172, perimeter = 1080.16, color = ORANGE
530: Circle, x = 114, y = 198, radius = 172, perimeter = 1080.16, color = ORANGE
531: Circle, x = 199, y = 152, radius = 171, perimeter = 1073.88, color = ORANGE
532: Circle, x = 3, y = 13, radius = 171, perimeter = 1073.88, color = BLUE
533: Circle, x = 99, y = 34, radius = 171, perimeter = 1073.88, color = BLUE
534: Circle, x = 113, y = 80, radius = 171, perimeter = 1073.88, color = YELLOW
535: Circle, x = 131, y = 115, radius = 171, perimeter = 1073.88, color = GREEN
536: Circle, x = 102, y = 75, radius = 171, perimeter = 1073.88, color = ORANGE
537: Circle, x = 66, y = 178, radius = 171, perimeter = 1073.88, color = GREEN
538: Circle, x = 155, y = 153, radius = 171, perimeter = 1073.88, color = ORANGE
539: Circle, x = 37, y = 187, radius = 171, perimeter = 1073.88, color = VIOLET
540: Circle, x = 153, y = 196, radius = 171, perimeter = 1073.88, color = BLUE
541: Circle, x = 168, y = 154, radius = 171, perimeter = 1073.88, color = VIOLET
542: Circle, x = 42, y = 12, radius = 171, perimeter = 1073.88, color = RED
543: Circle, x = 142, y = 57, radius = 171, perimeter = 1073.88, color = GREEN
544: Circle, x = 65, y = 134, radius = 171, perimeter = 1073.88, color = BLUE
545: Circle, x = 163, y = 114, radius = 171, perimeter = 1073.88, color = YELLOW
546: Circle, x = 151, y = 126, radius = 170, perimeter = 1067.6, color = GREEN
547: Circle, x = 49, y = 121, radius = 170, perimeter = 1067.6, color = RED
548: Circle, x = 165, y = 11, radius = 170, perimeter = 1067.6, color = GREEN
549: Circle, x = 6, y = 36, radius = 170, perimeter = 1067.6, color = LIGHT_BLUE
550: Circle, x = 23, y = 2, radius = 170, perimeter = 1067.6, color = RED
551: Circle, x = 100, y = 146, radius = 170, perimeter = 1067.6, color = RED
552: Circle, x = 52, y = 173, radius = 170, perimeter = 1067.6, color = VIOLET
553: Circle, x = 54, y = 76, radius = 170, perimeter = 1067.6, color = LIGHT_BLUE
554: Circle, x = 133, y = 83, radius = 170, perimeter = 1067.6, color = LIGHT_BLUE
555: Circle, x = 152, y = 73, radius = 170, perimeter = 1067.6, color = ORANGE
556: Circle, x = 187, y = 94, radius = 170, perimeter = 1067.6, color = YELLOW
557: Circle, x = 17, y = 111, radius = 170, perimeter = 1067.6, color = GREEN
558: Circle, x = 151, y = 105, radius = 170, perimeter = 1067.6, color = GREEN
559: Circle, x = 12, y = 147, radius = 170, perimeter = 1067.6, color = BLUE
560: Circle, x = 110, y = 5, radius = 170, perimeter = 1067.6, color = LIGHT_BLUE
561: Circle, x = 144, y = 185, radius = 170, perimeter = 1067.6, color = RED
562: Circle, x = 111, y = 80, radius = 170, perimeter = 1067.6, color = ORANGE
563: Circle, x = 183, y = 105, radius = 169, perimeter = 1061.32, color = YELLOW
564: Circle, x = 184, y = 21, radius = 169, perimeter = 1061.32, color = LIGHT_BLUE
565: Circle, x = 190, y = 139, radius = 169, perimeter = 1061.32, color = RED
566: Circle, x = 145, y = 70, radius = 169, perimeter = 1061.32, color = VIOLET
567: Circle, x = 111, y = 16, radius = 169, perimeter = 1061.32, color = VIOLET
568: Circle, x = 54, y = 181, radius = 169, perimeter = 1061.32, color = LIGHT_BLUE
